lable,review_text
0.0,anh ba cứu kít
0.0,sale hết ở shoppe
0.0,nó nợ tỷ đó
0.0,a cứu sena
0.0,thằng nào cosplay a tam cút đi
0.0,này là ai vậy ae
0.0,thương thằng em
0.0,ko mua cười iae
0.0,sống bằng tình cảm
0.0,khởi me
0.0,tặng chiếc xe đạp
0.0,abe trả tiền live cho kit
0.0,chị me
0.0,nó bán nó chơi tiếp nek
0.0,ủa phải abe hôn
0.0,vcl nay trời sập
0.0,người anh em tốt
0.0,nó nhụcccc
0.0,người a tốt qá
0.0,hảo ae r
0.0,điệu nghệ v
0.0,ủa ai z lạ quá anh em
0.0,phai abe ko vay
0.0,akuma
0.0,ai đây
0.0,phải k z
0.0,hình như nhầm kênh r
0.0,táo ns mai bảo
0.0,nó bán đi chơi tiếp
0.0,ai đây ae
0.0,người đại ca tốt
0.0,liếc con mắt qua xe đạp r
0.0,nay tốt thế
0.0,xe dap tr ảo giá
0.0,phải a ba của mình không vậy anh em
1.0,clm phải abe k z
0.0,lôn kênh nhân văn hả
0.0,ủa ai cướp kênh abe vậy
1.0,lột mặt nạ đi thg lz m dell phải thầy t
0.0,abe nay rộng lượng
0.0,phải ba gà không z
0.0,chúng m
0.0,đúng kênh r
0.0,ae nhầm kênh rồi à
0.0,a tam cứu cậu như cứu sena v
0.0,ông đòn đó
0.0,t biết xe đạp mà
0.0,kh quen người trong stream
0.0,tưởng thế nào
0.0,cũng tiền nó ko mà
0.0,hôi lông vậy
0.0,xe dap tr
0.0,biết lắm
0.0,vvvvvvvvvvvvvvvv
0.0,trờiiii ơiiii nhục cậu quá a
0.0,rút xu gấp z
0.0,biết lắm mà
1.0,hôi mùi lông
0.0,đúng kênh rồi đó
0.0,biết ngay
0.0,nhục quá
0.0,tặng xe đạp
1.0,clm hôi long
0.0,tr mấy meta trước
0.0,tao biêt ngay
0.0,mấy trăm triệu tiền thật abe còn cứu đc sena thì tiền ảo có gì
0.0,mua lại chiêc trên tư linh đấy
0.0,aba cuu tú phiên bản gta
0.0,mua xe hôi lông
0.0,bít ngay
0.0,đúng kênh rồi
0.0,đúng kênh
0.0,vl xe đạp
0.0,nhục quá
0.0,ủa ai v mng
0.0,anh tam do trung cộng cài vào
0.0,e còn con ciu
0.0,đúng kênh vậy
0.0,anh tam mất chất
0.0,cho nó tr đi
0.0,mua xe cho con
0.0,bt ngay
0.0,mua nó con double t
0.0,tr mua xe hôi lông
1.0,rách vl
0.0,đúng kênh r
0.0,xe hiphop
0.0,cho no tr luon di
0.0,đúng kênh rồi ae
1.0,hạ nhục thằng em
0.0,xe đạp điên
0.0,rồi đúng kênh rồiiiii
0.0,biết ngay mà aaaaaaaaaaaaaaaaaaaaaaa
0.0,tyga
0.0,abe đây r
0.0,xe tr lai lai mua
0.0,c đội quần
0.0,hiphop vl
0.0,cho n tr
1.0,mấy con chó rách k
0.0,đúng kênh rồi
0.0,tồ chức x
0.0,á à đúng kênh rồi
0.0,cho nó tr đại đi
0.0,làm nãy giờ tưởng nhầm kênh
0.0,tặng chiếc vespa đi abe
0.0,mấy h event v ae
1.0,clm bà me
0.0,đúng abe đây r
0.0,đúng kênh ròi
0.0,si nhuc vc
0.0,nó còn tiên abe ơi
0.0,vespa tr a
0.0,nó hoà
0.0,toi c
0.0,nó lấy xongbnos bán
0.0,mua cho nó nsos cầm
1.0,sỉ nhục vl
0.0,đung kênh rôi ae
1.0,sỉ nhục áccccc
0.0,vespa kìa
0.0,đúng kênh
1.0,nó nhục
0.0,tặng con vespa đi a
0.0,cho c chiếc akuma đi atam
0.0,c mua xong bán lại all in tiếp
1.0,clm tưởng ổng điệu nghệ
0.0,đại ca hôi lông
0.0,lấy xe xong bán lại là được
0.0,má nó đau
0.0,thương cậu quá
0.0,mua cho nó nó cầm
0.0,con vespa kìa
0.0,akuma đi
0.0,nó lấy xong nó bán tiếp
0.0,lay xong ban
0.0,mai nó cầm
0.0,vespa tr
0.0,tặng chiếc vespa đi
0.0,đúng kênh rồi bà con
0.0,mua xe vê ban
0.0,vespa cho nó đi
0.0,vespaaa đi abe
0.0,đusng kênh rồi
0.0,nó lấy đem bán
0.0,mua xog nó bán
0.0,dung kenh
1.0,sỉ nhục cậu ácc
0.0,lấy r bán lại
0.0,tặng akuma đi
0.0,sỉ vã
0.0,cho nó tiền nó chơi nữa đo
1.0,nhục vãi l
0.0,nó còn tiền đó đừng để nó đòn
0.0,may quá tưởng lộn kênh
0.0,mai nó bán tiếp
0.0,mua r bán lại
0.0,mua no chiec vesspa
0.0,mua bán lại
1.0,hoàng mafiosi dittt cái l me m
0.0,khổ quá cậu
0.0,nhuc nha
0.0,sĩ vả
0.0,nãy ai wwin mn
1.0,sỉ nhục
0.0,vespa kìa abe
0.0,sena của od city
0.0,hôi lông quá
0.0,nhụ như dog
0.0,nó lấy nó bá
0.0,mua xong nó bán
0.0,tiếng to lên abe
1.0,làm nhục thằng em
0.0,tưởng gì
0.0,mua akuma đi
0.0,lấy vk đi c
0.0,mua cho vespa
0.0,vespa á ông
0.0,sena gta
0.0,alet
0.0,nhục quá a tam
0.0,xi nhuc vc
0.0,sĩ nhục ác
0.0,khùng quá
0.0,no ban xe choi tip
0.0,nó lấy nó bán xong nó cờ bạc tiếp
0.0,như cha mua đồ cho con
0.0,tưởng nhầm kênh ai ngờ đúng r
0.0,thiệt luôn
1.0,nó nhục
0.0,sĩ nữa
1.0,làm nhục
1.0,nhục ói máu
1.0,sỉ nhục thằng emmmm
0.0,mua cho nó vespa đi
0.0,vespa á
0.0,mua nó chiếc nào đi chứ hôi lông quá
0.0,mua cho con vespar abe
0.0,sỉ nhục ác
0.0,cha chở con đi mua đồ
0.0,dí cậu ác
0.0,cho thì tr đi
0.0,nợ nần biết ngại
0.0,đạp cho nhớ
0.0,nhụccc
1.0,clm xỉ nhục thèn em
1.0,sỉ nhục th e
1.0,nhục od
0.0,đạp cho nhớ mu
0.0,hạ nhục th em
0.0,ba chở con đi mua đồ à
0.0,mua con vespa
0.0,vvvvvvvvvv
0.0,vêspa a trung
0.0,hahaaha
0.0,nỗi nhục thành phố od
0.0,nhục chết thằng e
0.0,nó nói cò tiếng là có tiền
0.0,hahahahahahhahahahah
0.0,mua nó chiếc vespa
0.0,hôi long
0.0,vespa kìa anh
1.0,l lia đá chén cơm
0.0,nhụcccc
0.0,chạy
0.0,xiên nó
0.0,cất tiền luôn
0.0,vespa cho xịn
0.0,nó sĩ
0.0,nhuc chua
0.0,lấy thằng em ra sỉ nhục
0.0,tammm
0.0,anh ba
0.0,tội vc
0.0,mua vespa cho nó đi
1.0,má nó xỉ nhục thiệt chứ
0.0,mua cho nó vespa
0.0,mua xong nó bán cũng dc
0.0,rồi ai dám chơi vs
0.0,ác vl
1.0,cdm
0.0,mua vespa cho cậu
0.0,cho tiền chạy
0.0,ngày tàn của c
0.0,dí chết cậu
0.0,mua vespa
0.0,còn thằng clear nữa
0.0,giàu xụ
0.0,vespa đi abe
0.0,ui giật túi xu
0.0,mua cho con vespa đi a tam
0.0,nó alo cò cái là nó có tiền à
1.0,clm nó khổ diên
0.0,mua cho nó vespa kìa
0.0,tấm gương cho con trẻ
0.0,đung kênh r
0.0,cai ta quy chinh c said
0.0,mua cho vespa di
0.0,mua vespa cho no
0.0,vespa abe
0.0,acs vl
0.0,vespaa
1.0,sỉ nhục th em
0.0,má hình phạt làm nhục là hình phạt ác nhất
0.0,mua chiếc vespa trăm mấy chục triệu đó anh mua cho cậu ba đi
0.0,lấy con trên linh tr cho no kia aba
0.0,mua cho nó chiếc vespa
1.0,hôi lông vãi lon
0.0,anh ba tụi m tốt quá
1.0,má nó nhục
0.0,mài tệ
0.0,nhục ác
0.0,vespaaa
0.0,má ác quá a
0.0,mua cho thg lia đi
0.0,thôi mua cho nó con xe máy đi aba
1.0,thanh trunglodrh nhục cái mả bố m ak
0.0,clear kia
0.0,đsung kênh rồi
0.0,từ chiếc xe
0.0,tài khoản anh ba giờ nhiều con số quá
0.0,tội nó
0.0,mua chiếc vespa
0.0,tỷ nha anh em
0.0,ủa sao hết tiền rồi anh
0.0,bỏ hết tiền vào tài khoản đi kìa
0.0,mua xog nó cx bán
0.0,mua xongg nó cầm ttieeesp
0.0,hôi lông quá mua nó xe chỗ đi
1.0,nhục vl
1.0,má nó nhục nó chạy
0.0,mua cho clear
0.0,vesspaaa
0.0,mua con akuma đi
0.0,nó nói cò là có tiền
0.0,ma di th e tôi vcl
0.0,aba mua là xe của abe đó
0.0,mua cho lia kìa
0.0,còn thằng cốt lia nữa
0.0,t
0.0,mua nó chiếc vespa abe
0.0,từ con người chiếc xe
0.0,dog kia
0.0,trốn luôn
0.0,long phirizth
0.0,vespa di
0.0,ko mấy mua cho jonny dog cx đc anh
0.0,cho clear
0.0,mua vespa abe
0.0,mua vespa cho cậu đi abe
0.0,tr à
0.0,clear nữa aba
0.0,đậu xe chỗ người khuyết tật
0.0,cho dog con nữa
0.0,lia đắng cay quen rồi
0.0,bài học cuộc sống
0.0,vespa đe
0.0,có xem trận chelsea k
0.0,tính ra atam có tỷ rồi
0.0,nó còn đánh chel nữa
0.0,vui thôi đùng vui quá
1.0,lz dog nữa
0.0,vespa tư linh có mà
0.0,khá trung
0.0,nhanh hư
0.0,vip đó
0.0,aba mua cho nó con xe đi tội quá
0.0,dog nó đắng cay quen rồi
0.0,còn johnny dog nữa aba
0.0,lại rỉ rai
0.0,báchhoàngolesg vest mạ bố m ak
0.0,bị dụ nữa nè
1.0,mua vespa cho nó đi đào đá là nó ăn bill lòi lz
0.0,bị dụ
0.0,bị thuốc
0.0,vip đó abe
0.0,vespa đẹp z
0.0,con xe tỉ ấy
0.0,rỉ ác
0.0,biết hố mà
0.0,vespa ngon
0.0,chốt
0.0,đủ vốn
0.0,bị dụ r
0.0,mua cho cậu đi
0.0,chốt deal
0.0,mua điii
0.0,xe tư linh có
0.0,linh co
0.0,mua luôn
0.0,chốt đi
0.0,ncv
0.0,vespa bao ý luôn
0.0,mua cho thằng em đi
0.0,mua cho nó đi abe
0.0,rỉ tai
0.0,ai cũng biết ông tam hố có ông tam đưa đầu vô mua thôi
0.0,ma
0.0,anh tr
0.0,tư linh co
0.0,mua đc v
0.0,con này dễ hư lắm
0.0,linh mua
0.0,xe đạp điện
0.0,mua đi anh
0.0,mua lai cua
0.0,tốn tiền a tam ơi
0.0,mau đi a
0.0,bmx
0.0,rỉ tai đó
0.0,linh có
0.0,cho cậu ba vesba
0.0,vespa đi
0.0,phí này
0.0,mua lại tư cuốc
0.0,linh có
0.0,tốn tr
0.0,mua tư linh
0.0,xe đạp đi aba
0.0,ai mua đâu
0.0,v lun
0.0,mua đi a
0.0,phí
0.0,đi mua cũ cho rẻ
0.0,phí quá
0.0,mua con sanchez
0.0,tự nhiên tốn tiền nó có đi đâu
0.0,thôi mua xe đạp chi
0.0,cuốc có ă abe
0.0,mua linh vespa đi abe
0.0,car dealer này thuốc dữ quá
0.0,nó bán
0.0,phí lắm
0.0,sena có nghe ko
0.0,vàng
0.0,mua xe đạp cậu di lockpic cũng v
0.0,linh
0.0,rồi ko ai chơi ông nữa
0.0,nhà cái nói ko với cờ bạc
0.0,nghĩangụy kệ ngta chơi hộ à
0.0,có khi nào là tương lai của sena ko
0.0,tốn tiền
0.0,tự đá chén cơm
0.0,phá tiền
0.0,tự hủy à
0.0,nhìn phí vcl
0.0,có game này sớm sena đâu có đi
0.0,hợp lí đó
0.0,ahahah
0.0,nhìn lỏ thiệt
0.0,dth thiệt
0.0,phí tiền vc
0.0,anh tam dạy đàn em
0.0,content ae
0.0,mua xe đạp thật
0.0,đẹp thiệt
0.0,để làm gì v
0.0,mai có clip
0.0,linh có r
0.0,co xăng
0.0,mấy thằng chơi hộ vẫn nhiều vl
0.0,màu cức
0.0,chất vl
0.0,có tr hôi lông
0.0,content
0.0,hài cốt vl
0.0,bati sao
0.0,nhìn nó phèn
0.0,xe kìa abe
0.0,lỏ vc
0.0,thuê xe ngàn mua xe tr
1.0,lỏ cak
0.0,hiphop
0.0,nhảy đi
1.0,lỏ cak thât
1.0,nhục vc
0.0,má nó chiến
0.0,nhìn nó lỏ cạ
0.0,linh có vespa
0.0,xe bò viên
0.0,cho c trả giá
0.0,phí vl thề
0.0,nhìn đạp lỏ v
0.0,anh ba giàu rồi mà vẫn chơi con mực
1.0,clm tục
0.0,kiếm cậu
1.0,clm mua luôn
0.0,bỏ xe máy ak
0.0,phí vc
0.0,bần
0.0,lưu xe nha
0.0,hại thằng e
0.0,space nhảy dc
1.0,sỉ nhục mấy thằng em
0.0,cho nó trả giá
0.0,đè space
0.0,ma nhuc ac
0.0,sena thất vọng về abe
0.0,dúng là ng giàu
0.0,space
0.0,kiếm c vội
0.0,làm thiệt luôn trời
0.0,đại ca gì lỏ thiệt chứ
1.0,tr ma phi cl
0.0,xe máy kìa abe
0.0,bỏ triệu đưa nó nó bán lấy tr
0.0,chưa gì thấy ông đạp trc r
0.0,sena buon
0.0,cho johny nuywax
0.0,nhin hai vl
0.0,xe xgame
0.0,tấm gương sáng cho sena
0.0,mua nó k lấy thì uổng kkk
0.0,nó còn cò bảo kê
0.0,tiếc tiền hộ nhiều vc
0.0,người giàu xài tiền mà ae
0.0,người giàu tiêu tiền
1.0,nhìn lỏ cac thiệt sự
0.0,là m đó
0.0,lát nó bán
0.0,con bati đâu sao a
0.0,sao tui coi tren pc no load k dc
1.0,nhục ácccccc
0.0,là ông chứ ai
0.0,co tr vui vl ma phi
0.0,cho johnny nữa
0.0,rồi có giấy tờ biển số xe ko
0.0,xe chạy hài vc
0.0,thay vì tr thuê k cả đời
0.0,có tr cóc ghẻ
0.0,gửi gara
0.0,tháng rồi đừng khinh thường em
0.0,em tú sena
0.0,gui sela
0.0,cho clear dog
0.0,gara xe
0.0,lại chơi hộ
0.0,đưa nó bán
0.0,gửi sena
0.0,mua cho jonny dog nw đi anh tam
0.0,cho kidz clear thang chiec
0.0,nhà cái bịp sao ăn được
0.0,ông mới là nghiện cờ bạc đó
0.0,garaga
0.0,nó sẽ đem bán lấy tr
0.0,tự đá chén cơm à
0.0,trốn vội
0.0,captain còn m biết thế chấp k
0.0,h mới squidgame hả aee
0.0,cầu hôn kìa
0.0,còn thg lia nữa
0.0,dear sena
0.0,cho jonny đu
0.0,dog chiếc
0.0,đúng đúng đúng
0.0,còn thg lia nx
0.0,nhanh v
0.0,điều đó không thể phủ nhận
0.0,a mới mua
0.0,a tự đá chén cơm
0.0,lưu xe đi
0.0,khá tam dạy khánh cậu
0.0,gửi gara cho lưu xe
0.0,cho clear cái
1.0,đừng phát xu nữa đit me may
0.0,cất xe lưu data
0.0,lưu xe đã
0.0,cậu rách vc
0.0,nó bán nè
0.0,rách quá
0.0,rách ác vl
0.0,role ăn xin vội
0.0,cậu làm cái chuỗi
0.0,cất vô gara
0.0,đem bán lại
0.0,nó lê lết như con giun
0.0,lưu gara di
0.0,cđm nó roleplay sena
1.0,hôi lông thiệt
0.0,ăn tr thì dăm ba cái tr
0.0,mai nó đem cầm luôn
0.0,giả lập sena chân thật vl
0.0,lấy đi mà bán lại
0.0,qua lay xe a
0.0,nó cầm mai gỡ tiếp
0.0,kiểu này c trùng sinh kiếp khác chứ nhục quá
0.0,nhập vai sena
0.0,roleplay sela
0.0,má nghe trách vcl
0.0,còn thg johny dog nx
0.0,mai nó xóa game
0.0,cho tiền nó đi
0.0,phí tiền
0.0,cho jd
1.0,còn lz dog nữa
0.0,cho lia đi ân
0.0,con chó ba gà
0.0,cho th dog đi abe
0.0,cho thg ae lia của cậu
0.0,phí vl
0.0,cho dog
0.0,johny dog
0.0,role sena
0.0,aba dạy dỗ đàn em
0.0,xe tr ngon hơn
0.0,cho lia di
0.0,cho jd đi
0.0,cho thằng lia dog
0.0,cho nó tr để nó đi xe đạp ngày
0.0,mua nhà đi anh ba
0.0,cho thằng dog
0.0,cho lia
0.0,sena ơi dừng lại đi ko mốt abe cho xe đạp đấy
0.0,cho clear aba ơi
0.0,cạn ví
0.0,cho nó tr là nó lấy à
0.0,cho johny dog đi
0.0,thk dog nx
0.0,gặp tk dogg nó húp vội
0.0,còn thằng johny tr nữa abe
0.0,chơi v ai nể
0.0,cho thằng dog đi
0.0,phí tr
0.0,sếp tùng đá chén cơm
0.0,bán lại đc mà phí dì
0.0,còn thg lia
1.0,mấy thằng ngu này chơi game hộ hoài thế
0.0,tiền ăn mấy tỉ mà kêu tr tốn tiền
0.0,cho thg jd la nó nhận vội
0.0,rách nhất sever
0.0,cho dog anh ba
0.0,sỉ nhục khách hàng ai dám chơi nữa đây
0.0,tự đá chén cơm à a
0.0,vui thôi đừng vui quá
0.0,content ngày mai mà thg cau n chê
0.0,content mà nó ko hợp tác r
1.0,vui mà tiền quan trong gì mấy thằng ngu kêu phí
1.0,lozz mà hài
0.0,cho clear đi
0.0,cho jonny di
0.0,tr hôi lông chớ phí tiền gì mấy ba
0.0,cho dog đi
0.0,cho clear dog đi
0.0,xe ok chiênz
0.0,cho lia đi abe
0.0,xe chiến vậy
0.0,xe ok ac z
0.0,xe ok chiến
0.0,cho dog đi anh ba
0.0,xe ok cháy v
0.0,ok ngầu v
0.0,phí tiền hộ nữa chứ hài hước
0.0,a be
0.0,con harley đã nhờ
0.0,sỉ nhục khách vậy ai dám chơi
0.0,c thua nhiêu nữa v ae
0.0,ok mua con xe tr
0.0,cho dog nó lấy nó bán vội
0.0,xe ok ngầu vc
0.0,cho dò
0.0,xe gang qua
0.0,cho tr đi đánh tiếp
0.0,thằng l đó nó khát nc
0.0,phải cho tiền nó nó mới chạy
0.0,cho dog di
0.0,cho thằng dò
0.0,ok ngầu
0.0,cho th clear là n lấy hết
0.0,cho dog vs potm
0.0,con xe nhìn gangter vl
0.0,nhà cái sỉ nhục khách hàng số vn
0.0,xe ok ác
0.0,xe gang z
0.0,sao ko lấy xe đạp xog đi bán nhờ
0.0,abe mua ko tiếc tụi bây tiếc
0.0,squid game luon
0.0,cho ok tien đi
0.0,mượn nhà cái để chơi
0.0,đưa dog là chạy khắp nơi liền
0.0,dog nó lấy nó bán luôn
0.0,cho lia đi
0.0,xe đã z
0.0,cò mới đưa nó tr
0.0,hết r
0.0,tr chưa đủ tiền abe sài lockpick nữa
0.0,ok rất ok
0.0,dog nó bán cả thân r
0.0,xe tommy chi
0.0,tiền hôm qua cho kìa
1.0,lia dog có xe lồnn đâu
0.0,cho clear nó lấy hết
0.0,có xe đâu cầm
0.0,clear nó bán thân lun r
1.0,nó có cái cac ko à
0.0,lia nó lấy vội
0.0,clear nó bán thân cho linh rồi
0.0,dạy người giàu sài tiền
0.0,có coi trần chelsea ko ae
0.0,tyga
0.0,clear có j đâu cho j nó lấy hết
0.0,npc
0.0,vip đó
0.0,tiếng anh ác
0.0,tyga chửi
0.0,tiếng anh ác thế nhờ
0.0,bắn ác
0.0,bắn tới
0.0,tiếng anh ác
1.0,clm tyga
0.0,tyga ác
0.0,vip do
0.0,bắn ta ghê v man
0.0,oke man
1.0,lz dog vốn dĩ éo có chiếc xe nào
0.0,asc
1.0,clm hề
0.0,vip sao loại
0.0,tyga căng
0.0,giọng như npc
0.0,khó chịu thế nhở
0.0,nhà cái chuẩn bị vỡ nợ
0.0,clear rách quen rồ
0.0,chelsea abe ơi
0.0,cậu còn tr hơn mà nó mượn tr cho đủ tỷ
0.0,bắn tiếng anh ác
0.0,so tieng anh nhu npc lun
0.0,chelsea da
0.0,đúng câu duy nhất
0.0,ác quá men
0.0,nó bán thân r còn j lun
0.0,lấy xe đạp qua độ r cho cậu abe
0.0,bữa anh tam nhiều tiền lắm sao giờ còn mỗi tỷ vậy
0.0,tí kêu anh ba
0.0,dog chay xe dap
0.0,bác sena
0.0,johnny nó bán thân nó đc
0.0,tiga laf kenvin khanh phai ko anh em
0.0,mic game to lên abe
0.0,kh coi da banh ha mn
0.0,tyga trong vai thằng mập vip đó abe tí nó bắt abe bucu
0.0,cậu còn tr mà
0.0,khơi my live đâu anh em
0.0,giọng như mấy th da đen npc
0.0,lia lấy xe r cầm r all in huỷ diệt nhà cái
0.0,như npc
0.0,dog bán thân khắp tp tới r
0.0,cờ bạc bạn sena
0.0,mic game to lên abee
0.0,tyga mà làm npc bắn tiếng anh ai biết ta
0.0,cờ bạc gặp bác sena
0.0,cờ bạc là bác sena
0.0,giàu
0.0,ai cho zo mà zo
0.0,vcc ác v
0.0,biet tieng anh k
0.0,chiến z abe
0.0,giàu vcl
0.0,rac voi anh nghiem
0.0,giàu ác
0.0,giàu v
0.0,biết tiếng anh ko
0.0,giàu z
0.0,a lo dc
0.0,có biết tiếng anh k mà chơi
0.0,m giàu
0.0,tiếng anh
0.0,r biết ta k
0.0,r biet tieng anh k
0.0,biết tiếng eng
0.0,giàu v ta
0.0,biết tiếng anh đâu xhoiw
0.0,biết tiếng anh đâu chơi
0.0,tyga là ai vậy anh em
0.0,rồi nói chuyện sao
0.0,vào đó chơi vai người câm à anh ba
0.0,m giàu
0.0,có biết ta đâu
0.0,ta đ biết đòi chơi nopixel
0.0,biết tiếng anh đâu mà chơi
0.0,tiếng anh bt đ đâu mà chơi
0.0,rồi biết nói ta k
0.0,giàu quá
0.0,được abe ơi
0.0,đc đó aba chơi đi
0.0,biết tiếng anh đâu
0.0,ok đó abe
0.0,anh trung goài
0.0,ghê z ck iu
0.0,tiếng anh dell có
0.0,muốn chơi kêu ngta bỏ tiền wtf
0.0,có biết tiếng anh đâu
0.0,giàu điên
0.0,biết nói ta đâu mà tương tác
0.0,pixel
0.0,chịu chơi vậy
0.0,có anh nghiêm lo mà ae
0.0,dc do
0.0,r ải trả tiền
0.0,chơi lun
0.0,biết english kh mà chơi
0.0,đc v
0.0,ác vậy
0.0,giàu ác
0.0,bé tí
0.0,vô đó làm câm
1.0,engisk nhu z
0.0,atam ko biết ta khó
0.0,nghiêm nào
0.0,tiếng anh k biết chơi sao đc bên nó có súng cmnr
0.0,hơi ác
0.0,trung english
0.0,bít tiếng anh l đâu haha có mình a nghiêm biết
0.0,content ác
0.0,dịch
0.0,biết nói tiếng anh đâu chơi
0.0,ngon lun
0.0,qua đó k biết nói tiếng anh bị cô lập
0.0,yo fucking man
0.0,kit ielts mà
0.0,a định du học khóa lớn z
0.0,chơi lớn z
0.0,phải đọc luật kĩ lắm
1.0,tiếng anh ko biết chơi cc gì
0.0,vô đó làm thg câm
0.0,mic game to lên abeeee
0.0,hay do abe
0.0,nqu tiếng anh sao tương tác
0.0,bên đó anh mà avoid rp là nó ban thẳng luôn
1.0,ko nói tiếng anh nó ban thấy mẹ
1.0,clm hủy diệt nhà cái
0.0,thê thi k view trong tâm tay
0.0,biết tiếng anh ko mà chơi
0.0,mic game nhỏ quá aba
1.0,vãi lol
1.0,ngu ta mà đòi chơi
0.0,biết inh lịch đâu mà chơi
0.0,k biet tieng an hsao choi
0.0,ko có ta khó chơi lắm
0.0,có tr mấy à
0.0,có nghiêm làm phiện dịch
0.0,southamton
0.0,bể
0.0,xài exitlag đỡ lag anh ui
0.0,chelsea da kia abe
0.0,sao tương tác đc
0.0,mấy giờ event ae
0.0,luật nó căng vcc
0.0,chuẩn bị bán nhà
0.0,southampton
0.0,tiếng việt còn ko xong bầy đặt english
0.0,vô đó ko biết ta ko giao tiếp dc vài bữa ăn ban
0.0,bể nợ
0.0,chel ăn r
0.0,mic game to lên
0.0,chel đúng kèo rồi
0.0,cúc vội
0.0,tyga là ai v anh ba
0.0,thoi abe tiếng anh ko ko vui
0.0,thk tư linh nói thầm à
0.0,thua đó
0.0,lại tiền về
0.0,nhận kèo dc
1.0,có anh nghiêm mấy th lz
0.0,sou thua sml
0.0,cheal hôm nay ăn rồi
0.0,cần phiên dịch k
0.0,chelsea nó giã sml
0.0,chelsea nó đá cho lòi l
0.0,chelsea cut r
0.0,đi đó a
0.0,tùng chùa real
0.0,âyda chuyến này căng à
0.0,bet kèo liver vs mc luôn a
0.0,chơi sv vn lát lên lát xún đòi qua nc ngoài
0.0,ngon kèo dưới ngon mà
0.0,căng nha
0.0,thua đó
0.0,vậy là đi nha a tam
0.0,chel an chac
0.0,thấp vậy
0.0,nằm trên là đi hết
0.0,ông tùng nhiều chuyện sao ssao ấy
0.0,southom lo dc
0.0,a nghiêm lo ddc mà chỉ có rườm rà hay k th
0.0,đi rồi sou sao ăn nổi chel
0.0,an duoc
0.0,mẹ kbiet tên đội đòi làm nhà cái lạy linh
0.0,chealse húp
0.0,đẩy kèo lên
0.0,kèo đó mà chơi j
0.0,dô coi chease
0.0,chelsea ăn thật
0.0,chel kó có kante
0.0,trái may ra mới ăn
0.0,kèo này đi
0.0,chè ăn
0.0,chel ăn
0.0,tùng kiểu sao sao
0.0,di xa
0.0,chelsea k thua đc
0.0,it nhat bàn
0.0,sou hay lắm
0.0,southamton llo dc
1.0,lòi lồnn abe rồi
0.0,trận này chelsea lụm
0.0,lộc lá mất hên
0.0,dung chơi kèo chel
0.0,thấp v
0.0,chelsea hủy diệt đó
0.0,tùng tào lao
0.0,chap
0.0,an thiet
0.0,southamton đừng khinh
0.0,nhà cái bán nhà
0.0,thigo silva
0.0,sou hay lắm abe
0.0,chel khoai hơn musd nhiều
0.0,chelsea lượm chắc
0.0,bỏ kèo này di a
0.0,kante covid mà
0.0,nhà cái đi r
1.0,kante đá éo đâu
0.0,ơ kìa lại a chòe
0.0,nhà cái sợ
0.0,south di anh ba
0.0,mic game hơi bé aba
0.0,thấp quá
0.0,cho mic game to chút dc không thầy
0.0,kante có đá đâu
1.0,chelsea nó đá sml đó
0.0,sếp fan chú tư
0.0,kante kh đá
0.0,bỏ a
0.0,kante covid rồi
0.0,kante có đá đâu
0.0,đooin hình chelsea
0.0,vô là thua
0.0,chơi kèo liverpool với mancity
0.0,đi xa đó
0.0,rùi mai tam đổ nợ
0.0,rén nz
0.0,chelsea mà thua southampton cái nx chắc cười ĩa
0.0,gãy đó
0.0,sao mà bỏ đc
0.0,ʕっʔっ bỏ a
0.0,theo đi
0.0,kante covid
0.0,chấp chứ
0.0,sou kho chiu lm
0.0,kante nghỉ nha sếp tùng
0.0,bỏ đi a ba
0.0,kèo chua
0.0,kèo nay căng
0.0,chua vc
0.0,kante không đá
0.0,theo luôn
0.0,kante đá lại éo đâu
1.0,tin cc
0.0,cho nó đii
1.0,sơ cl
0.0,to tiếng game lên aba
0.0,kante covid r
0.0,south đá hay vl
0.0,nát
0.0,ăn cả chục
0.0,kante dự bị
0.0,h da
0.0,đừng tham
0.0,chelsea ăn lol
0.0,chesea thua
0.0,chơi đi aba nhà cái đ lỗ đâu
0.0,choi đi aba
1.0,tin con cc
0.0,trái may ra
0.0,đá rồi thầy ơi
0.0,chel tuổi
0.0,chelsea có chiều sâu đh
0.0,cho ngta gỡ chứ
0.0,khó đó
0.0,bỏ kèo đi ko đổ nợ
0.0,chelsea dap
0.0,mấy h đá ae
0.0,chết đó
0.0,chơi đi aba
0.0,kante nào đá
0.0,thua thì chung ko ôm chúng nó khinh
1.0,chua cc
0.0,nhà cái mà rén
0.0,chua lắm
0.0,cho mình nó ôm
0.0,nhà cái mà chạy
0.0,bỏ đi a
0.0,kante k đá
0.0,chet do anh
0.0,thua lai do loi
0.0,phải ngon
0.0,ít nhất đó
0.0,chơi luôn abe
0.0,tư linh uy tín
0.0,tư tham quá
0.0,kante bị covid r
0.0,để tư chơi mình đi anh
0.0,mấy giờ event aeeee
0.0,gì đâu sợ aba
0.0,aba
0.0,bo di noi choi event ko coi
0.0,ộm hết cho e
0.0,chua
0.0,trận này ko phải ngon đâu
0.0,nhận là dở ròi
0.0,da choi roi gio kh danh no kh ne
0.0,rén thì tư ôm mình
0.0,hèn thế
0.0,nhả cho nta gỡ
0.0,southamton dc
0.0,tư linh có biết kèo đá banh âu
